id,name,release_date,refined_date,how_to_read,english_name,description,must_learn,refine_from,can_status_refine,refine_description,refine_description2,special_refine_description,special_refine_hp,type,assist_type,sacred_seal,weapon_type,inherit,inheritable_weapon_type,inheritable_move_type,count,might,might_refine,no_impl_required,range,sp,effective,invalidate_effective,consideration,hp,atk,spd,def,res,cooldown_count,atk_count,counteratk_count,all_dist_counter,disable_counter,wrathful_staff
3118,"巳年の毒の牙",2025-01-01,,"","New Year Fang","奥義が発動しやすい(発動カウント-1)<br>自軍ターン開始時、および、敵軍ターン開始時、周囲2マス以内に味方がいる時、自分と周囲2マス以内の味方の守備、魔防+6、魔刃)、「戦闘中、敵の奥義以外のスキルによる「ダメージを○○%軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)」を付与(1ターン)<br>化身時、または、戦闘開始時、自身のHPが25%以上の時、戦闘開始後、敵に「敵の最大HPの25%」のダメージ(戦闘で攻撃可能な時のみ発動、他の「戦闘開始後、○ダメージ」の効果とは重複せず最大値適用)(戦闘中にダメージを減らす効果の対象外、ダメージ後のHPは最低1、巨影など一部の敵を除く)<br>化身時、または、戦闘開始時、自身のHPが25%以上の時、戦闘中、敵の攻撃、守備が戦闘開始時の自分の守備の20%+6だけ減少、奥義スキルが持つ1戦闘1回のみの「ダメージを○○%軽減」の効果を1戦闘2回まで可能にする(エンゲージで付与された奥義効果は除く、同系統効果複数時、最大値適用)、自分は、与えるダメージ+敵の最大HPの30%(範囲奥義除く)(巨影など一部の敵を除く)、受けるダメージ-○(範囲奥義を除く)、かつ敵の奥義による攻撃の時、さらに、受けるダメージ-○(範囲奥義を除く)(○は、敵のHP減少量、最大20、最小10)<br>ターン開始時、竜、獣以外の味方と隣接していない場合化身状態になる(そうでない場合、化身状態を解除)化身状態なら、攻撃+2、かつ敵から攻撃された時、距離に関係なく反撃する",,"",,"","","",,"武器","",,"獣","不可","","",,14,,,,400,,,"",,,,,,-1,,,,,
3119,"縄張り・護り手・遠",2025-01-01,,"","Higher Ground","射程1の敵は自分の周囲3マス以内へのスキル効果によるワープ移動不可<br>射程2の敵は自分の周囲4マス以内へのスキル効果によるワープ移動不可<br>(いずれも、すり抜けを持つ敵には無効、制圧戦の拠点等の地形効果によるワープ移動は可)<br>周囲2マス以内の味方が、射程2の敵から攻撃された時、スキル所持者は【護り手】を発動<br>敵が射程2の時、戦闘中、守備、魔防+4","|遠距離警戒3|","",,"","","",,"パッシブC","",,"","可","|獣|竜|","|重装|",,,,,,300,,,"",,,,,,,,,,,
3120,"新年の双神獣の祭器",2025-01-01,,"","New Year Treats","奥義が発動しやすい(発動カウント-1)<br>自分を除く【神獣の蜜】が付与されている味方が応援、移動系補助(体当たり、引き戻し、回り込み等)を使用した時、自分とその味方の攻撃、魔防+6、【突撃】を付与(1ターン)、奥義発動カウント-1(1ターンに1回のみ)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、守備、魔防が戦闘開始時の魔防の20%+5だけ増加、ダメージ+魔防の20％(範囲奥義を含む)、自身の奥義発動カウント変動量-を無効、敵の奥義以外のスキルによる「ダメージを○○％軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)",,"",,"","","",,"武器","",,"無魔法","不可","","",,14,,,,400,,,"",,,,,,-1,,,,,
3121,"攻撃魔防の不和",2025-01-01,,"","Atk/Res Discord","自重ターン開始時、および、敵軍ターン開始時、敵同士で2マス以内にいて、かつ魔防が自分より1以上低い敵の攻撃、魔防-6、【不和】を付与(敵の次回行動終了まで)<br>戦闘中、敵の攻撃、魔防が減少、減少値は、敵の周囲2マス以内にいる【不和】が付与された敵の数(戦闘相手を含む)*2+4(最大10)、自分が与えるダメージ+自分の魔防の15％(範囲奥義を除く)","|攻撃の混乱3|魔防の混乱3|","",,"","","",,"パッシブB","",,"","可","","|歩行|飛行|",,,,,,300,,,"",,,,,,,,,,,
3122,"神獣の蜜・魔道",2025-01-01,,"","Nectar's Magic","自軍ターン開始時、および、敵車ターン開始時、周囲2マス以内に味方がいる時、自分と周囲2マス以内の味方に【神獣の蜜】を付与(1ターン)<br>自分を除く【神獣の蜜】が付与されている味方が応援、移動系補助(体当たり、引き戻し、回り込み等)を使用した時、その味方を行動可能な状態にする(同じタイミングで自分を行動可能な状態にする他の効果が発動した場合、この効果も発動したものとする)(1ターンに1回のみ)<br>自分から攻撃した時、範囲奥義を装備していれば、戦闘前(範囲奥義発動前)に奥義発動カウント-1<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃、守備、魔防+5、かつ範囲奥義を除く攻撃時に発動する奥義を装備している時、自分の最初の攻撃前に奥義発動カウント-1",,"",,"","","",,"パッシブC","",,"","不可","","",,,,,,300,,,"",,,,,,,,,,,
3123,"速さの吸収3",2024-12-25,,,"Speedtaker 3","ターン開始時、自分の速さの【大器】+1<br>戦闘中に攻撃していれば、戦闘後、自分の速さの【大器】+3<br>戦闘中、敵の速さ、守備-4、自分は、ダメージ+速さの15%(範囲義を除く)(このスキルによる【大器】の上限は15)","|速さの吸収2|",,,"","","",,"パッシブB","",,"","可","|剣|槍|斧|暗器|弓|","|歩行|飛行|",,,,,,240,,,,,,,,,,,,,,
3124,"巳年の弓+",2025-01-01,,"","Snaking Bow+","飛行特効<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃、速さ、守備、魔防+5、ダメージ+攻撃の10%(範囲奥義を除く)、かつ奥義発動時、敵の奥義以外のスキルによる「ダメージを○○%軽減」を無効(範囲奥義を除く)","|巳年の弓|","",,"","","",,"武器","",,"弓","可","","",,12,,,,400,"|飛行|",,"",,,,,,,,,,,
3125,"未来を知る力・承",2025-01-06,,"","Prescience II","ターン開始時、敵軍内で最も攻撃、速さ、守備、魔防が高い敵と、その周囲2マス以内にいる敵それぞれについて、その能力値ー7(敵の次回行動終了まで)<br>ターン開始時、敵軍内で最も攻撃、速さ、守備、魔防が高い敵それぞれについて、【混乱】、【パニック】を付与(敵の次回行動終了まで)<br>戦闘中、敵の攻撃、速さ、魔防-5、さらに、敵の速さ、魔防が減少減少値は、敵とその周囲2マス以内にいる敵のうち弱化の合計値が最も高い値、自分が受けた攻撃のダメージを30%軽減(範囲奥義を除く)、自身の奥義発動カウント変動量-を無効","|未来を知る力|","",,"","","",,"パッシブB","",,"","不可","","",,,,,,300,,,"",,,,,,,,,,,
3126,"永遠を生きる…・承",2025-01-06,,"","Life Unending II","1ターン目開始時、奥義発動カウント-5<br>奥義発動時、戦闘中、自分のHPが2以上で敵の致死攻撃を受けた時、ダメージをHPが1残るように軽減<br>戦闘中、最初に受けた攻撃と2回攻撃のダメージを40%軽減、かつ、最初に受けた攻撃で軽減した値を、自身の次の攻撃のダメージに+(その戦闘中のみ、軽減値はスキルによる軽減効果も含む)<br>奥義を発動した戦闘後、HP99回復(この効果は【回復不可】を無効、発動後、2ターンの間発動しない)","|永遠を生きるもの|","",,"","","",,"奥義","",,"","不可","","",5,,,,,500,,,"",,,,,,,,,,,
3127,"ユングヴィの聖杖",2025-01-07,,"","Staff of Yngvi","敵は反撃不可<br>奥義が発動しやすい(発動カウント-1)(奥義発動カウント最大値の下限は1)<br>周囲5マス以内の味方の隣接マスに移動可能<br>応援、移動系補助を使用した時、自分と対象に、(多感」、「自分から攻撃時、絶対追撃」、【再移動(1)】を付与(1ターン)<br>周囲3マス以内に味方がいる時、戦闘中、攻撃、魔防が戦闘開始時の魔防の20%+6だけ増加、ダメージ+魔防の20％(範囲奥義を除く)(加算後に杖のダメージ計算が適用)、自分の最初の攻撃前に奥義発動カウント-1",,"",,"","","",,"武器","",,"杖","不可","","",,14,,,,400,,,"",,,,,,-1,,,,true,
3128,"攻撃魔防の布教",2025-01-07,,"","Sway Atk/Res","自分から攻撃した時、または、周囲3マス以内に味方がいる時、戦闘中、攻撃、魔防が周囲3マス以内の味方数2+8だけ増加(最大12)、杖は他の武器同様のダメージ計算になる","|攻撃魔防の密集3|","",,"","","",,"パッシブA","",,"","可","|杖|","",,,,,,300,,,"",,,,,,,,,,,
3129,"弓騎士の守城弓",2025-01-07,,"","Rampart Bow","飛行特効<br>奥義が発動しやすい(発動カウント-1)<br>ターン開始時、自身のHPが25%以上なら、最も近い敵とその周囲2マス以内の敵の速さ、守備-7、【弱点露呈】、【回復不可】を付与(敵の次回行動終了まで)戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防が自身を中心とした縦3列と横3列にいる敵の数×3+5だけ増加(最大14)、自身の弱化を無効、ダメージ+○×8(最大32、範囲奥義を除く)(○は、敵の周囲3マス以内にいる敵の数(戦闘相手を含む))、最初に受けた攻撃と2回攻撃のダメージ-7",,"",,"","","",,"武器","",,"弓","不可","","",,14,,,,400,"|飛行|",,"",,,,,,-1,,,,,
3130,"速さ守備の奮激",2025-01-07,,"","Incite Spd/Def","ターン開始時、周囲1マス以内の味方が2体以下の時、自分の速さ、守備+6、【奮激】を付与周囲1マス以内の味方が1体以下の時、戦闘中、速さ、守備+3","|速さ守備の奮起3|","",,"","","",,"パッシブC","",,"","可","","|歩行|騎馬|",,,,,,300,,,"",,,,,,,,,,,
3131,"合力の暗器+",2025-01-07,,"","Helping Dagger+","戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ+5、さらに、攻撃、速さが○×5(最大15)だけ増加、自身の奥義発動カウント変動量+1(同系統効果複数時、最大値適用)(○は、自身を中心とした縦3列と横3列にいる「攻撃が55以上の味方の数」と「速さが40以上の味方の数」の合計値)<br>【暗器(7)】効果","|合力の暗器|","",true,"","","",,"武器","",,"暗器","可","","",,12,,,,300,,,"",,,,,,,,,,,
3132,"神弓イチイバル",2025-01-07,,"","Divine Yewfelle","飛行特効<br>奥義が発動しやすい(発動カウント-1)<br>ターン開始時、周囲2マス以内に味方がいる時、自分と周囲2マス以内の味方の攻撃、速さ+6、「周囲2マス以内の味方の隣接マスに移動可能」、【奮激】を付与(1ターン)<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃、速さが戦闘開始時の速さの20%+6だけ増加、ダメージ+○×5(最大25、範囲奥義を除く)(○は、自身の【有利な状態】の数+敵の【不利な状態異常】の数(強化と弱化を除く))、自分の最初の追撃前に奥義発動カウント-2、かつ戦闘中、戦闘相手以外の敵軍のスキルを無効化",,"",,"","","",,"武器","",,"弓","不可","","",,14,,,,400,"|飛行|",,"",,,,,,-1,,,,,
3133,"攻撃速さの完全",2025-01-07,,"","Perfect Atk/Spd","戦闘開始時、自身のHPが25%以上の時、または、周囲3マス以内に味方がいる時、戦闘中、攻撃、速さ+7、かつ速さが敵より1以上高い時、敵の絶対追撃を無効、かつ、自分の追撃不可を無効戦闘開始時、自身のHPが25%以上の時、かつ、周囲3マス以内に味方がいる時、戦闘中、さらに攻撃、速さ+3","|攻撃速さの万全3|","",,"","","",,"パッシブA","",,"","可","","|歩行|",,,,,,300,,,"",,,,,,,,,,,
3134,"記憶が蘇る…",2025-01-07,,"","I Remember...","自軍ターン開始時、および、敵軍ターン開始時、周囲2マス以内に味方がいる時、最も近い敵とその周囲2マス以内の敵の速さ、守備-7、【パニック】、【混乱】を付与(敵の次回行動終了まで)<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、敵の速さ、守備-5、自分が与えるダメージ+自分の速さの20%(範囲奥義を除く)、かつ戦闘中、自分のHPが2以上で敵の致死攻撃を受けた時、ダメージをHPが1残るように軽減(1戦闘1回のみ、奥義以外の「敵の致死攻撃を受けた時、ダメージをHPが1残るように軽減する効果」とは重複しない)<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘後、7回復",,"",,"","","",,"パッシブB","",,"","不可","","",,,,,,300,,,"",,,,,,,,,,,
3135,"響・拍節",2025-01-07,,"","Tempo Echo","戦闘中、敵の奥義発動カウント変動量+を無効、かつ自身の奥義発動カウント変動量-を無効、敵の奥義以外のスキルによる「ダメージを○○％軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)",,"",,"","","",,"響心","",,"","可","","|歩行|",,,,,,0,,,"",,,,,,,,,,,
3136,"継戦の槍+",2024-12-06,,,"Campaign Lance+","戦闘開始時、自身のＨＰが25％以上なら、戦闘中、自身の攻撃、守備+5、敵の攻撃、守備が、<br>戦闘開始時の自分のＨＰの25％だけ減少(最大10)、戦闘後、自分は、10回復","|継戦の槍|",,true,"","","",3,"武器","",,"槍","可","","",,14,,,,300,,,,,,,,,,,,,,
