id,name,english_name,description,refine_description,special_refine_description
3253,"人と竜との盾","Shield of Hope","戦闘中、敵の攻撃、速さ、守備-5<br>敵の絶対追撃を無効、かつ、自分の追撃不可を無効<br>自分以外の味方の強化の合計値が高い上位3人の強化の合計値によって異なる効果を発動<br>20以上なら、追撃の速さ条件を-10した状態で追撃の速さ条件を満たしている時(絶対追撃、追撃不可は含まない)、戦闘中、【神速追撃:ダメージ100%】を発動<br>40以上なら、さらに、敵から攻撃された時、先制攻撃<br>60以上なら、さらに、戦闘中、自分の反撃不可を無効、各ターンについて、このスキル所持者が敵から攻撃された最初の戦闘の時、追撃可能なら自分の攻撃の直後に追撃を行う","",""
3254,"速守大牽制・導き手","S/D Hold Guide","周囲2マス以内の味方は、自身の周囲2マス以内に移動可能<br>周囲2マス以内の味方の、周囲2マス以内に移動可能<br>周囲3マス以内の敵は、戦闘中、速さ、守備-4","",""
3255,"邪竜の御子の体術","Fell Child's Arts","射程2の敵に、敵の守備か魔防の低い方でダメージ計算<br>奥義が発動しやすい(発動カウント-1)<br>2回攻撃(敵から攻撃された時も、2回攻撃可能)<br>敵から攻撃された時、または、戦闘開始時、自身のHPが25％以上の時、戦闘中、敵の攻撃、守備、魔防が周囲3マス以内の味方の出典の種類数×3+9だけ減少(最大15、スキル所持者が「護り手」を発動している時は15として扱う)、敵の奥義以外のスキルによる「ダメージを○○％軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)、自分は、与えるダメージ+○(範囲奥義を除く)、受けるダメージ-○(範囲奥義を除く)、さらに、敵の奥義による攻撃で受けるダメージ-○(範囲奥義を除く)(○は、魔防の20％)","",""
3256,"邪竜破","Fell Blast","奥義発動時、魔防の50％を奥義ダメージに加算<br>自軍ターン開始時、および、敵軍ターン開始時、自身のHPが25％以上なら、自分と周囲2マス以内の味方に【邪竜気】を付与(1ターン)「敵から攻撃された時」、「自分または敵が奥義発動可能状態の時」、「この戦闘(戦闘前、戦闘中)で自分または敵が奥義発動済みの時」の3条件のいずれかを満たした時、戦闘中、受けた攻撃のダメージを40％軽減(1戦闘1回のみ)(範囲奥義を除く)<br>戦闘中、距離に関係なく反撃する","",""
3257,"火地水の命脈","Diluvial Boost","HP+5<br>敵から攻撃された時、または、戦闘開始時、自身のHPが50％以上の時、戦闘中、攻撃、守備、魔防+9、戦闘後、7回復","",""
3258,"奥義隊形・竜眼","Scowling Fighter","敵から攻撃された時、または、戦闘開始時、自身のHPが25％以上の時、戦闘中、敵の攻撃、魔防-4、自分は、与えるダメージ+魔防の20％(範囲奥義を除く)、受けるダメージ-魔防の20％(範囲奥義を除く)、自分の奥義発動カウント変動量+1(同系統効果複数時、最大値適用)、かつ敵が攻撃時発動型奥義装備時、かつ戦闘中、魔防が敵より5以上高い時、敵の最初の攻撃前に敵の奥義発動カウント+1(奥義発動カウントの最大値は超えない)","",""
3259,"邪竜の御子の剣","Fell Child's Blade","奥義が発動しやすい(発動カウント-1)<br>自身を中心とした縦3列と横3列の敵は、戦闘中、攻撃、速さ、守備、魔防-5、強化の+が無効になる<br>敵から攻撃された時、または、戦闘開始時、自身のHPが25%以上の時、戦闘中、敵の攻撃、速さ、守備、魔防が、戦闘中3マス以内の味方の出典の種類数×3+4だけ減少(最大10)<br>敵の奥義以外のスキルによる「ダメージを○○%軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)<br>自分は、与えるダメージ+○(範囲奥義を除く)、受けるダメージ-○(範囲奥義を除く)<br>さらに、敵の奥義による攻撃で受けるダメージ-○(範囲奥義を除く)(○は、速さの20%)、戦闘後、7回復","",""
3260,"絆を引き裂くもの","Bond Breaker","敵から攻撃された時、距離に関係なく反撃する<br>自軍ターン開始時、および、敵軍ターン開始時、自身のHPが25%以上なら、自分と周囲2マス以内の味方に【邪竜気】を付与(1ターン)、最も近い敵とその周囲2マス以内の敵の攻撃、速さ-7、【連携阻害】を付与(敵の次回行動終了まで)<br>敵から攻撃された時、または、戦闘開始時、自身のHPが25%以上の時、戦闘中、攻撃、速さ、守備、魔防+9、最初に受けた攻撃と2回攻撃のダメージ-7、かつ戦闘中、自分のHPが2以上で敵の致死攻撃を受けた時、ダメージを「HPが1」残るように軽減(1戦闘1回のみ、奥義以外の「敵の致死攻撃を受けた時、ダメージをHPが1残るように軽減する効果」とは重複しない)","",""
3261,"速さ守備の刃壁","S/D Spiked Wall","射程1の敵は、自分の周囲1マス以内を通過できない(すり抜けを持つ敵には無効)<br>射程2の敵は、自分の周囲2マス以内を通過できない(すり抜けを持つ敵には無効)<br>戦闘中、敵の速さ、守備-4、ダメージ+自分の速さと守備の高い方の値の15%(範囲奥義を除く)、最初に受けた攻撃と2回攻撃のダメージ-7、自身の奥義発動カウント変動量-を無効","",""
3262,"生贄の聖女の杖","Marty's Staff","杖は他の武器同様のダメージ計算になる<br>奥義が発動しやすい(発動カウント-1)(奥義発動カウント最大値の下限は1)<br>自軍ターン開始時、および、敵軍ターン開始時、周囲3マス以内に味方がいる時、自分と周囲3マス以内の味方の攻撃、魔防+6、「強化増幅」、「弱化を無効」を付与(1ターン)<br>自分から攻撃した時、または、周囲3マス以内に味方がいる時、戦闘中、敵の攻撃、魔防が戦闘開始時の自分の魔防の20％+6だけ減少、自分は、ダメージ+○×5(最大25、範囲奥義を除く)(○は、自身の【有利な状態】の数+敵の【不利な状態異常】の数(強化と弱化を除く))「杖は他の武器同様のダメージ計算になる」が無効化された場合は、加算後に杖のダメージ計算が適用)、絶対追撃<br>周囲3マス以内の味方は、戦闘中、攻撃、魔防+5(以下の効果は、自軍で1マップ1回のみ、奥義以外の「敵の致死攻撃を受けた時、ダメージをHPが1残るように軽減する効果」とは重複せず、いずれかの効果が発動した時、以下の効果も発動したものとする)<br>周囲3マス以内の味方は、戦闘中、HPが2以上で敵の致死攻撃を受けた時、ダメージをHPが1残るように軽減し、戦闘後、99回復","",""
3263,"攻撃魔防の福音","Atk/Res Tidings","自分から攻撃した時、または、周囲3マス以内に味方がいる時、戦闘中、攻撃、魔防が周囲3マス以内の味方数×2+8だけ増加(最大12)、敵は反撃不可","",""
3264,"魔器・紋章石","Arcane Crest","奥義が発動しやすい(発動カウント-1)<br>敵から攻撃された時、または、戦闘開始時、自身のHPが25%以上の時、戦闘中、攻撃、速さ、守備、魔防が戦闘開始時の敵の攻撃の25%-4だけ増加(最大14、最低5)、自身の弱化を無効、与えるダメージと自身の攻撃の15%(範囲奥義を含む)、受けるダメージ=自身の攻撃の15%(範囲奥義を含む(巨影の範囲奥義は除く))、自身の最初の攻撃前に奥義発動カウント-1<br>ターン開始時、竜、獣以外の味方と隣接していない場合に自身が化身なら(そうでない場合、化身状態を解除)化身状態なら、攻撃+2、かつ敵から攻撃された時、距離に関係なく反撃する","",""
3265,"攻撃守備の共栄","Atk/Def Fortune","化身状態になる能力を持っていれば、下記の条件を満たした場合でも化身状態になる(条件:「周囲2マス以内に竜、獣の味方がいる場合」、または「周囲1マス以内の竜、獣以外の味方が2体以下の場合」)<br>飛空城防衛時の敵軍1ターン目開始時、化身状態になる条件を満たしていれば、化身状態になる<br>自分が化身時、または、敵から攻撃された時、戦闘中、自身の攻撃、守備+8、敵の攻撃、守備の強化の+を無効にする、戦闘後、自分は、7回復","",""
3266,"強襲隊形","Assault Fighter","自分から攻撃した時、または、周囲3マス以内に味方がいる時、戦闘中、敵の攻撃、守備-4、自分は、与えるダメージ+守備の20%(範囲奥義を除く)、受けるダメージ-守備の20%(範囲奥義を除く)、絶対追撃、敵の奥義以外のスキルによる「ダメージを○○%軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)","",""
3267,"おれの、ただ一人の","For the True King","周囲2マス以内の味方が、射程2の敵から攻撃された時、スキル所持者は【護り手】を発動<br>周囲4マス以内の後述の対象が、敵から攻撃された時、スキル所持者は【護り手】を発動<br>後述の対象の周囲2マス以内に移動可能(対象は、自軍内に支援を結んでいる相手がいる時は、支援相手、自軍内に支援を結んでいる相手がいない時は、自軍で最も攻撃が高い味方(自分を除く))<br>自分が化身時、または、敵から攻撃された時、戦闘中、攻撃、守備、魔防+5、与えるダメージ+7(範囲奥義を除く)、受けるダメージ-7(範囲奥義を除く)、自身の最初の攻撃前に奥義発動カウント-1、奥義スキルが持つ1戦闘1回のみの「ダメージを○○%軽減」の効果を1戦闘2回まで可能にする(エンゲージで付与された奥義効果は除く、同系統効果複数時、最大値適用)","",""
3268,"機構フレイズマル","Iron Hreiðmarr","攻撃+3<br>1～4ターン目の間、【再移動(マス間の距離+2、最大5)】を発動可能<br>自身を中心とした縦3列と横3列の敵は、戦闘中、攻撃、速さ、守備-5、奥義発動カウント変動量-1(同系統効果複数時、最大値適用)、絶対追撃を受ける<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防が自身を中心とした縦3列と横3列にいる敵の数×3だけ増加(最大9)、ダメージ+攻撃の15%(範囲奥義を除く)、自分の最初の攻撃前に奥義発動カウント-○(○は、攻撃した側の移動前と移動後のマスの距離(最大3))","",""
3269,"哀歌の書","Tome of Grief","ターン開始時、自身のHPが25%以上なら、最も近い敵とその周囲2マス以内の敵の攻撃、魔防-7、反撃不可の状態異常を付与(敵の次回行動終了まで)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、自身の攻撃、速さ、守備、魔防+5、敵の攻撃、魔防の強化の+を無効にする、自身の奥義発動カウント変動量+1(同系統効果複数時、最大値適用)","","戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防+5、自身の攻撃、魔防の弱化を無効、ダメージ+魔防の20%(範囲奥義を除く)、絶対追撃"
